index,full_name,short_name,description,output_type,parameters
737,ee.Geometry.Rectangle.cutLines,cutLines,"Converts LineString, MultiLineString, and LinearRing geometries into a MultiLineString by cutting them into parts no longer than the given distance along their length. All other geometry types will be converted to an empty MultiLineString.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'Cuts the lines of this geometry.'}, {'name': 'distances', 'type': 'List', 'details': 'Distances along each LineString to cut the line into separate pieces, measured in units of the given proj, or meters if proj is unspecified.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'Projection of the result and distance measurements, or WGS84 if unspecified.'}]"
738,ee.Geometry.Rectangle.difference,difference,Returns the result of subtracting the 'right' geometry from the 'left' geometry.,Geometry,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
739,ee.Geometry.Rectangle.disjoint,disjoint,Returns true iff the geometries are disjoint.,Boolean,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
740,ee.Geometry.Rectangle.dissolve,dissolve,"Returns the union of the geometry. This leaves single geometries untouched, and unions multi geometries.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The geometry to union.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the union will be performed in this projection. Otherwise it will be performed in a spherical coordinate system.'}]"
741,ee.Geometry.Rectangle.distance,distance,Returns the minimum distance between two geometries.,Float,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
742,ee.Geometry.Rectangle.edgesAreGeodesics,edgesAreGeodesics,"Returns true if the geometry edges, if any, are geodesics along a spherical model of the earth; if false, any edges are straight lines in the projection.",Boolean,"[{'name': 'geometry', 'type': 'Geometry', 'details': ''}]"
743,ee.Geometry.Rectangle.evaluate,evaluate,Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.,EMPTY,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'callback', 'type': 'Function', 'details': 'A function of the form function(success, failure), called when the server returns an answer. If the request succeeded, the success argument contains the evaluated result.  If the request failed, the failure argument will contains an error message.'}]"
744,ee.Geometry.Rectangle.geodesic,geodesic,"If false, edges are straight in the projection. If true, edges are curved to follow the shortest path on the surface of the Earth.",Boolean,"[{'name': 'geometry', 'type': 'Geometry', 'details': ''}]"
745,ee.Geometry.Rectangle.geometries,geometries,"Returns the list of geometries in a GeometryCollection, or a singleton list of the geometry for single geometries.",List,"[{'name': 'geometry', 'type': 'Geometry', 'details': ''}]"
746,ee.Geometry.Rectangle.getInfo,getInfo,Retrieves the value of this object from the server.,Object,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'callback', 'type': 'Function, optional', 'details': 'An optional callback. If not supplied, the call is made synchronously.'}]"
747,ee.Geometry.Rectangle.intersection,intersection,Returns the intersection of the two geometries.,Geometry,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
748,ee.Geometry.Rectangle.intersects,intersects,Returns true iff the geometries intersect.,Boolean,"[{'name': 'left', 'type': 'Geometry', 'details': 'The geometry used as the left operand of the operation.'}, {'name': 'right', 'type': 'Geometry', 'details': 'The geometry used as the right operand of the operation.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.'}]"
749,ee.Geometry.Rectangle.isUnbounded,isUnbounded,Returns whether the geometry is unbounded.,Boolean,"[{'name': 'geometry', 'type': 'Geometry', 'details': ''}]"
750,ee.Geometry.Rectangle.length,length,Returns the length of the linear parts of the geometry. Polygonal parts are ignored. The length of multi geometries is the sum of the lengths of their components.,Float,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The input geometry.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.'}]"
751,ee.Geometry.Rectangle.perimeter,perimeter,Returns the length of the perimeter of the polygonal parts of the geometry. The perimeter of multi geometries is the sum of the perimeters of their components.,Float,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The input geometry.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum amount of error tolerated when performing any necessary reprojection.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.'}]"
752,ee.Geometry.Rectangle.projection,projection,Returns the projection of the geometry.,Projection,"[{'name': 'geometry', 'type': 'Geometry', 'details': ''}]"
754,ee.Geometry.Rectangle.simplify,simplify,"Simplifies the geometry to within a given error margin. Note that this does not respect the error margin requested by the consumer of this algorithm, unless maxError is explicitly specified to be null.",Geometry,"[{'name': 'geometry', 'type': 'Geometry', 'details': 'The geometry to simplify.'}, {'name': 'maxError', 'type': 'ErrorMargin', 'details': 'The maximum amount of error by which the result may differ from the input.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': 'If specified, the result will be in this projection. Otherwise it will be in the same projection as the input. If the error margin is in projected units, the margin will be interpreted as units of this projection'}]"
